TERYT Gminy,Gmina,Powiat,Województwo,Nr okręgu,Liczba komisji,Liczba uwzględnionych komisji,Komisja otrzymała kart do głosowania,Liczba wyborców uprawnionych do głosowania,Nie wykorzystano kart do głosowania,"Liczba wyborców, którym wydano karty do głosowania","Liczba wyborców, którym wysłano pakiety wyborcze","Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie)",Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania,Liczba otrzymanych kopert zwrotnych,"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu","Liczba kopert zwrotnych, w których oświadczenie nie było podpisane","Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania","Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania",Liczba kopert na kartę do głosowania wrzuconych do urny,Liczba kart wyjętych z urny,W tym liczba kart wyjętych z kopert na kartę do głosowania,Liczba kart nieważnych,Liczba kart ważnych,Liczba głosów nieważnych,W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona",Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
101610.0,gm. Ujazd,tomaszowski,łódzkie,10,10,10,5394.0,5814.0,948.0,4447.0,0.0,4447.0,7.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,4446.0,0.0,0.0,4446.0,93.0,53.0,32.0,8.0,4353.0,85.0,654.0,263.0,2035.0,348.0,900.0,56.0,12.0,,,,
101611.0,gm. Żelechlinek,tomaszowski,łódzkie,10,5,5,2382.0,2550.0,495.0,1887.0,0.0,1887.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.0,0.0,1.0,1886.0,59.0,33.0,21.0,5.0,1827.0,18.0,466.0,59.0,1039.0,122.0,104.0,16.0,3.0,,,,
101701.0,gm. Biała,wieluński,łódzkie,11,8,8,3950.0,4193.0,994.0,2947.0,0.0,2947.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2946.0,0.0,0.0,2946.0,82.0,52.0,26.0,4.0,2864.0,41.0,613.0,143.0,1419.0,205.0,392.0,44.0,7.0,,,,
101702.0,gm. Czarnożyły,wieluński,łódzkie,11,6,6,3272.0,3438.0,719.0,2553.0,0.0,2553.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,2553.0,0.0,0.0,2553.0,56.0,33.0,18.0,5.0,2497.0,34.0,410.0,163.0,1296.0,163.0,399.0,26.0,6.0,,,,
101703.0,gm. Konopnica,wieluński,łódzkie,11,6,6,2753.0,2939.0,624.0,2129.0,1.0,2130.0,8.0,32.0,1.0,0.0,0.0,0.0,0.0,1.0,2130.0,1.0,0.0,2130.0,55.0,31.0,23.0,1.0,2075.0,29.0,310.0,107.0,1073.0,151.0,375.0,24.0,6.0,,,,
101704.0,gm. Mokrsko,wieluński,łódzkie,11,6,6,3914.0,4110.0,898.0,3016.0,0.0,3016.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3016.0,0.0,2.0,3014.0,57.0,24.0,30.0,3.0,2957.0,31.0,426.0,158.0,1564.0,213.0,514.0,42.0,9.0,,,,
101705.0,gm. Osjaków,wieluński,łódzkie,11,6,6,3392.0,3665.0,635.0,2765.0,0.0,2765.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2765.0,0.0,0.0,2765.0,81.0,50.0,26.0,5.0,2684.0,31.0,477.0,121.0,1481.0,178.0,345.0,43.0,8.0,,,,
101706.0,gm. Ostrówek,wieluński,łódzkie,11,7,7,3319.0,3481.0,886.0,2433.0,0.0,2433.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2433.0,0.0,0.0,2433.0,91.0,42.0,42.0,7.0,2342.0,48.0,357.0,130.0,1226.0,163.0,383.0,28.0,7.0,,,,
101707.0,gm. Pątnów,wieluński,łódzkie,11,10,10,4773.0,5109.0,940.0,3833.0,0.0,3833.0,8.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,3833.0,0.0,0.0,3833.0,84.0,48.0,29.0,7.0,3749.0,68.0,522.0,183.0,2118.0,256.0,515.0,63.0,24.0,,,,
101708.0,gm. Skomlin,wieluński,łódzkie,11,4,4,2333.0,2458.0,583.0,1750.0,0.0,1750.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,0.0,0.0,1750.0,42.0,28.0,11.0,3.0,1708.0,31.0,264.0,101.0,852.0,114.0,320.0,19.0,7.0,,,,
101709.0,gm. Wieluń,wieluński,łódzkie,11,27,27,22487.0,23600.0,4691.0,17794.0,6.0,17800.0,41.0,245.0,6.0,0.0,0.0,0.0,0.0,6.0,17800.0,6.0,3.0,17797.0,231.0,113.0,90.0,28.0,17566.0,228.0,2609.0,1305.0,6625.0,975.0,5500.0,269.0,55.0,,,,
101710.0,gm. Wierzchlas,wieluński,łódzkie,11,8,8,4828.0,5149.0,1184.0,3643.0,0.0,3643.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3644.0,0.0,0.0,3644.0,87.0,37.0,40.0,10.0,3557.0,44.0,603.0,202.0,1738.0,243.0,640.0,76.0,11.0,,,,
101801.0,gm. Bolesławiec,wieruszowski,łódzkie,11,4,4,2925.0,3068.0,794.0,2131.0,2.0,2133.0,2.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,2131.0,0.0,0.0,2131.0,69.0,33.0,31.0,5.0,2062.0,27.0,374.0,162.0,893.0,206.0,325.0,63.0,12.0,,,,
101802.0,gm. Czastary,wieruszowski,łódzkie,11,4,4,2859.0,3080.0,750.0,2109.0,2.0,2111.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,2111.0,2.0,0.0,2111.0,67.0,23.0,35.0,9.0,2044.0,36.0,365.0,134.0,1001.0,187.0,275.0,39.0,7.0,,,,
101803.0,gm. Galewice,wieruszowski,łódzkie,11,8,8,4428.0,4745.0,1128.0,3300.0,0.0,3300.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,0.0,1.0,3299.0,92.0,46.0,42.0,4.0,3207.0,59.0,502.0,186.0,1559.0,309.0,510.0,72.0,10.0,,,,
101804.0,gm. Lututów,wieruszowski,łódzkie,11,6,6,3254.0,3478.0,816.0,2438.0,0.0,2438.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2438.0,0.0,0.0,2438.0,80.0,42.0,35.0,3.0,2358.0,34.0,364.0,141.0,1208.0,197.0,370.0,34.0,10.0,,,,
101805.0,gm. Łubnice,wieruszowski,łódzkie,11,5,5,2949.0,3171.0,712.0,2237.0,1.0,2238.0,4.0,35.0,1.0,0.0,0.0,0.0,0.0,1.0,2238.0,1.0,0.0,2238.0,56.0,30.0,19.0,7.0,2182.0,27.0,428.0,141.0,986.0,191.0,321.0,66.0,22.0,,,,
101806.0,gm. Sokolniki,wieruszowski,łódzkie,11,5,5,3679.0,3972.0,806.0,2873.0,0.0,2873.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2873.0,0.0,0.0,2873.0,38.0,20.0,15.0,3.0,2835.0,48.0,437.0,194.0,1268.0,275.0,537.0,65.0,11.0,,,,
101807.0,gm. Wieruszów,wieruszowski,łódzkie,11,13,13,10373.0,11474.0,1651.0,8720.0,0.0,8720.0,16.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,8717.0,0.0,0.0,8717.0,154.0,69.0,73.0,12.0,8563.0,118.0,1484.0,652.0,2889.0,580.0,2114.0,170.0,556.0,,,,
101901.0,m. Zduńska Wola,zduńskowolski,łódzkie,11,23,23,28299.0,30015.0,5854.0,22444.0,5.0,22449.0,34.0,199.0,5.0,1.0,0.0,0.0,0.0,4.0,22447.0,4.0,8.0,22439.0,379.0,183.0,170.0,26.0,22060.0,268.0,3210.0,1292.0,8239.0,1277.0,7351.0,358.0,65.0,,,,
101902.0,gm. Szadek,zduńskowolski,łódzkie,11,8,8,5346.0,5622.0,1197.0,4149.0,3.0,4152.0,9.0,41.0,3.0,0.0,0.0,0.0,0.0,3.0,4152.0,3.0,0.0,4152.0,113.0,48.0,47.0,18.0,4039.0,61.0,869.0,206.0,1842.0,255.0,708.0,78.0,20.0,,,,
101903.0,gm. Zapolice,zduńskowolski,łódzkie,11,5,5,3846.0,4179.0,822.0,3025.0,0.0,3025.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,3023.0,0.0,7.0,3016.0,64.0,41.0,16.0,7.0,2952.0,55.0,493.0,160.0,1250.0,226.0,717.0,43.0,8.0,,,,
101904.0,gm. Zduńska Wola,zduńskowolski,łódzkie,11,7,7,9096.0,9366.0,2127.0,6970.0,0.0,6970.0,8.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,6970.0,0.0,1.0,6969.0,122.0,66.0,48.0,8.0,6847.0,110.0,1253.0,316.0,2961.0,487.0,1581.0,115.0,24.0,,,,
102001.0,m. Głowno,zgierski,łódzkie,11,12,12,10079.0,10722.0,2181.0,7898.0,1.0,7899.0,11.0,74.0,1.0,0.0,0.0,0.0,0.0,1.0,7897.0,1.0,0.0,7897.0,180.0,109.0,56.0,15.0,7717.0,145.0,1085.0,820.0,2558.0,534.0,2461.0,89.0,25.0,,,,
102002.0,m. Ozorków,zgierski,łódzkie,11,16,16,13076.0,14093.0,2702.0,10374.0,3.0,10377.0,25.0,57.0,3.0,0.0,0.0,0.0,0.0,3.0,10373.0,3.0,4.0,10369.0,204.0,89.0,98.0,17.0,10165.0,173.0,1347.0,958.0,3791.0,729.0,2979.0,152.0,36.0,,,,
102003.0,m. Zgierz,zgierski,łódzkie,11,42,42,39123.0,41928.0,6590.0,32534.0,13.0,32547.0,64.0,546.0,13.0,1.0,0.0,0.0,0.0,12.0,32538.0,12.0,11.0,32527.0,519.0,225.0,230.0,64.0,32008.0,536.0,4225.0,3183.0,10155.0,2025.0,11363.0,375.0,146.0,,,,
102004.0,gm. Aleksandrów Łódzki,zgierski,łódzkie,11,17,17,23672.0,25398.0,2997.0,20675.0,13.0,20688.0,31.0,392.0,12.0,1.0,0.0,0.0,0.0,11.0,20684.0,11.0,12.0,20672.0,302.0,125.0,145.0,32.0,20370.0,238.0,2521.0,1789.0,5469.0,1223.0,8847.0,223.0,60.0,,,,
102005.0,gm. Głowno,zgierski,łódzkie,11,6,6,3462.0,3763.0,732.0,2730.0,0.0,2730.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2730.0,0.0,1.0,2729.0,70.0,31.0,27.0,12.0,2659.0,39.0,411.0,187.0,1408.0,236.0,330.0,35.0,13.0,,,,
102006.0,gm. Ozorków,zgierski,łódzkie,11,7,7,5588.0,5720.0,1164.0,4424.0,3.0,4427.0,7.0,66.0,3.0,0.0,1.0,0.0,0.0,2.0,4424.0,2.0,0.0,4424.0,100.0,51.0,38.0,11.0,4324.0,68.0,557.0,334.0,2008.0,354.0,943.0,48.0,12.0,,,,
102007.0,gm. Parzęczew,zgierski,łódzkie,11,9,9,4084.0,4293.0,750.0,3334.0,0.0,3334.0,5.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,3334.0,0.0,0.0,3334.0,103.0,47.0,45.0,11.0,3231.0,58.0,541.0,290.0,1250.0,266.0,754.0,62.0,10.0,,,,
102008.0,gm. Stryków,zgierski,łódzkie,11,16,16,9286.0,10056.0,1344.0,7945.0,5.0,7950.0,10.0,141.0,3.0,0.0,0.0,0.0,0.0,3.0,7948.0,3.0,3.0,7945.0,124.0,59.0,40.0,25.0,7821.0,174.0,1206.0,679.0,2753.0,601.0,2249.0,129.0,30.0,,,,
102009.0,gm. Zgierz,zgierski,łódzkie,11,10,10,11136.0,12203.0,1219.0,9916.0,0.0,9916.0,12.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,9903.0,0.0,14.0,9889.0,138.0,47.0,74.0,17.0,9751.0,183.0,1274.0,939.0,3356.0,636.0,3217.0,111.0,35.0,,,,
102101.0,m. Brzeziny,brzeziński,łódzkie,9,9,9,8891.0,9555.0,1708.0,7183.0,4.0,7187.0,25.0,70.0,4.0,0.0,0.0,0.0,0.0,4.0,7182.0,4.0,1.0,7181.0,134.0,86.0,48.0,0.0,7047.0,95.0,875.0,625.0,2848.0,470.0,2027.0,107.0,,,,,
102102.0,gm. Brzeziny,brzeziński,łódzkie,9,10,10,4340.0,4634.0,682.0,3657.0,0.0,3657.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3658.0,0.0,0.0,3658.0,59.0,31.0,28.0,0.0,3599.0,75.0,565.0,283.0,1516.0,278.0,821.0,61.0,,,,,
102103.0,gm. Dmosin,brzeziński,łódzkie,9,9,9,3317.0,3571.0,710.0,2607.0,1.0,2608.0,15.0,53.0,1.0,0.0,0.0,0.0,0.0,1.0,2607.0,1.0,0.0,2607.0,45.0,22.0,23.0,0.0,2562.0,56.0,389.0,217.0,1223.0,209.0,440.0,28.0,,,,,
102104.0,gm. Jeżów,brzeziński,łódzkie,9,10,10,2504.0,2590.0,544.0,1960.0,0.0,1960.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.0,0.0,0.0,1960.0,38.0,22.0,16.0,0.0,1922.0,40.0,361.0,72.0,1056.0,134.0,235.0,24.0,,,,,
102105.0,gm. Rogów,brzeziński,łódzkie,9,7,7,3469.0,3658.0,722.0,2747.0,0.0,2747.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2747.0,0.0,0.0,2747.0,56.0,28.0,28.0,0.0,2691.0,49.0,333.0,167.0,1361.0,208.0,535.0,38.0,,,,,
106101.0,Łódź,Łódź,łódzkie,9,322,322,470687.0,499671.0,74284.0,396615.0,379.0,396994.0,592.0,7054.0,331.0,32.0,5.0,0.0,1.0,297.0,396482.0,297.0,319.0,396163.0,3326.0,1693.0,1633.0,0.0,392837.0,4651.0,45657.0,50412.0,97825.0,20854.0,168992.0,4446.0,,,,,
106201.0,Piotrków Trybunalski,Piotrków Trybunalski,łódzkie,10,41,41,50089.0,53424.0,9937.0,40126.0,35.0,40161.0,65.0,623.0,33.0,3.0,0.0,0.0,0.0,30.0,40139.0,30.0,24.0,40115.0,557.0,317.0,183.0,57.0,39558.0,565.0,4873.0,3273.0,14161.0,2378.0,13737.0,471.0,100.0,,,,
106301.0,Skierniewice,Skierniewice,łódzkie,10,27,27,32504.0,35400.0,4479.0,28006.0,18.0,28024.0,57.0,399.0,16.0,1.0,0.0,0.0,0.0,15.0,28007.0,15.0,28.0,27979.0,340.0,130.0,156.0,54.0,27639.0,509.0,4343.0,2751.0,9145.0,1851.0,8518.0,430.0,92.0,,,,
120101.0,m. Bochnia,bocheński,małopolskie,15,17,17,21702.0,22137.0,4770.0,16931.0,14.0,16945.0,52.0,161.0,12.0,1.0,0.0,0.0,0.0,11.0,16940.0,11.0,1.0,16939.0,195.0,107.0,88.0,0.0,16744.0,169.0,3898.0,767.0,6353.0,1264.0,3906.0,387.0,,,,,
120102.0,gm. Bochnia,bocheński,małopolskie,15,20,20,14221.0,15520.0,2738.0,11483.0,0.0,11483.0,19.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,11482.0,0.0,2.0,11480.0,207.0,129.0,78.0,0.0,11273.0,151.0,2153.0,375.0,5973.0,940.0,1412.0,269.0,,,,,
120103.0,gm. Drwinia,bocheński,małopolskie,15,6,6,4889.0,5159.0,1118.0,3771.0,0.0,3771.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3770.0,0.0,0.0,3770.0,44.0,31.0,13.0,0.0,3726.0,46.0,650.0,113.0,2241.0,326.0,288.0,62.0,,,,,
120104.0,gm. Lipnica Murowana,bocheński,małopolskie,15,5,5,3942.0,4197.0,883.0,3059.0,0.0,3059.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,3059.0,0.0,0.0,3059.0,76.0,58.0,18.0,0.0,2983.0,39.0,419.0,56.0,1881.0,211.0,325.0,52.0,,,,,
120105.0,gm. Łapanów,bocheński,małopolskie,15,7,7,5801.0,6468.0,935.0,4866.0,1.0,4867.0,11.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,4865.0,0.0,0.0,4865.0,88.0,56.0,32.0,0.0,4777.0,64.0,928.0,143.0,2610.0,432.0,490.0,110.0,,,,,
120106.0,gm. Nowy Wiśnicz,bocheński,małopolskie,15,9,9,11017.0,11218.0,2260.0,8757.0,1.0,8758.0,20.0,59.0,1.0,0.0,0.0,0.0,0.0,1.0,8750.0,1.0,0.0,8750.0,143.0,85.0,58.0,0.0,8607.0,100.0,1467.0,257.0,4824.0,660.0,1092.0,207.0,,,,,
120107.0,gm. Rzezawa,bocheński,małopolskie,15,11,11,8026.0,8647.0,1751.0,6269.0,11.0,6280.0,12.0,71.0,11.0,0.0,0.0,0.0,0.0,11.0,6279.0,11.0,0.0,6279.0,89.0,45.0,44.0,0.0,6190.0,84.0,996.0,226.0,3453.0,584.0,705.0,142.0,,,,,
120108.0,gm. Trzciana,bocheński,małopolskie,15,5,5,3925.0,4259.0,547.0,3378.0,0.0,3378.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3378.0,0.0,6.0,3372.0,57.0,38.0,19.0,0.0,3315.0,32.0,549.0,68.0,2077.0,244.0,249.0,96.0,,,,,
120109.0,gm. Żegocina,bocheński,małopolskie,15,5,5,4081.0,4123.0,798.0,3283.0,1.0,3284.0,8.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,3284.0,1.0,2.0,3282.0,42.0,18.0,24.0,0.0,3240.0,28.0,390.0,60.0,2218.0,253.0,199.0,92.0,,,,,
120201.0,gm. Borzęcin,brzeski,małopolskie,15,7,7,6035.0,6413.0,1795.0,4240.0,3.0,4243.0,14.0,23.0,3.0,0.0,0.0,0.0,0.0,3.0,4241.0,3.0,4.0,4237.0,93.0,61.0,32.0,0.0,4144.0,64.0,569.0,124.0,2368.0,442.0,478.0,99.0,,,,,
120202.0,gm. Brzesko,brzeski,małopolskie,15,22,22,25810.0,27371.0,6339.0,19471.0,8.0,19479.0,40.0,234.0,8.0,1.0,0.0,0.0,0.0,7.0,19472.0,7.0,4.0,19468.0,281.0,184.0,97.0,0.0,19187.0,242.0,3437.0,798.0,8847.0,1675.0,3651.0,537.0,,,,,
120203.0,gm. Czchów,brzeski,małopolskie,15,9,9,6860.0,7319.0,1711.0,5149.0,0.0,5149.0,6.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,5149.0,0.0,1.0,5148.0,100.0,53.0,47.0,0.0,5048.0,82.0,774.0,190.0,2867.0,432.0,529.0,174.0,,,,,
120204.0,gm. Dębno,brzeski,małopolskie,15,14,14,10466.0,11100.0,2506.0,7960.0,1.0,7961.0,22.0,84.0,1.0,0.0,0.0,0.0,0.0,1.0,7960.0,1.0,2.0,7958.0,162.0,81.0,81.0,0.0,7796.0,112.0,1325.0,280.0,3985.0,815.0,1014.0,265.0,,,,,
120205.0,gm. Gnojnik,brzeski,małopolskie,15,6,6,5563.0,6034.0,1307.0,4256.0,5.0,4261.0,8.0,36.0,5.0,0.0,0.0,0.0,0.0,5.0,4261.0,5.0,3.0,4258.0,69.0,44.0,25.0,0.0,4189.0,36.0,579.0,89.0,2563.0,457.0,358.0,107.0,,,,,
120206.0,gm. Iwkowa,brzeski,małopolskie,15,4,4,4618.0,4944.0,981.0,3637.0,0.0,3637.0,11.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,3637.0,0.0,0.0,3637.0,69.0,41.0,28.0,0.0,3568.0,37.0,726.0,51.0,2191.0,291.0,192.0,80.0,,,,,
120207.0,gm. Szczurowa,brzeski,małopolskie,15,13,13,6734.0,7255.0,2221.0,4513.0,4.0,4517.0,1.0,27.0,3.0,0.0,0.0,0.0,0.0,3.0,4515.0,3.0,0.0,4515.0,124.0,76.0,48.0,0.0,4391.0,55.0,667.0,147.0,2566.0,364.0,486.0,106.0,,,,,
120301.0,gm. Alwernia,chrzanowski,małopolskie,12,11,11,9197.0,9751.0,1962.0,7235.0,4.0,7239.0,4.0,60.0,3.0,1.0,0.0,0.0,0.0,2.0,7233.0,2.0,3.0,7230.0,120.0,84.0,36.0,0.0,7110.0,119.0,1218.0,442.0,3049.0,516.0,1659.0,107.0,,,,,
120302.0,gm. Babice,chrzanowski,małopolskie,12,9,9,6467.0,7074.0,1111.0,5356.0,6.0,5362.0,9.0,56.0,6.0,0.0,0.0,0.0,0.0,6.0,5362.0,6.0,1.0,5361.0,97.0,55.0,42.0,0.0,5264.0,101.0,884.0,303.0,2195.0,361.0,1351.0,69.0,,,,,
120303.0,gm. Chrzanów,chrzanowski,małopolskie,12,31,31,31842.0,34358.0,6048.0,25794.0,38.0,25832.0,33.0,302.0,35.0,2.0,0.0,0.0,0.0,33.0,25806.0,33.0,46.0,25760.0,330.0,206.0,124.0,0.0,25430.0,387.0,3865.0,2680.0,8128.0,1506.0,8541.0,323.0,,,,,
120304.0,gm. Libiąż,chrzanowski,małopolskie,12,15,15,15386.0,16592.0,2834.0,12551.0,5.0,12556.0,35.0,65.0,5.0,1.0,0.0,0.0,0.0,4.0,12552.0,4.0,4.0,12548.0,166.0,108.0,58.0,0.0,12382.0,170.0,1371.0,796.0,5062.0,836.0,4005.0,142.0,,,,,
120305.0,gm. Trzebinia,chrzanowski,małopolskie,12,26,26,23537.0,25593.0,4394.0,19138.0,11.0,19149.0,29.0,276.0,10.0,0.0,0.0,0.0,0.0,10.0,19143.0,10.0,3.0,19140.0,251.0,155.0,96.0,0.0,18889.0,351.0,2750.0,1644.0,6229.0,1428.0,6216.0,271.0,,,,,
120401.0,gm. Bolesław,dąbrowski,małopolskie,15,3,3,1991.0,2091.0,928.0,1063.0,0.0,1063.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,0.0,0.0,1063.0,21.0,10.0,11.0,0.0,1042.0,15.0,193.0,32.0,664.0,67.0,57.0,14.0,,,,,
120402.0,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie,15,20,20,15258.0,16120.0,4693.0,10565.0,6.0,10571.0,26.0,105.0,6.0,3.0,0.0,0.0,0.0,3.0,10568.0,3.0,2.0,10566.0,168.0,85.0,83.0,0.0,10398.0,131.0,1682.0,278.0,6171.0,727.0,1233.0,176.0,,,,,
120403.0,gm. Gręboszów,dąbrowski,małopolskie,15,7,7,2432.0,2543.0,940.0,1492.0,0.0,1492.0,11.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.0,0.0,1.0,1491.0,30.0,21.0,9.0,0.0,1461.0,36.0,308.0,31.0,944.0,49.0,81.0,12.0,,,,,
120404.0,gm. Mędrzechów,dąbrowski,małopolskie,15,5,5,2525.0,2673.0,925.0,1600.0,0.0,1600.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,0.0,0.0,1600.0,66.0,29.0,37.0,0.0,1534.0,25.0,251.0,38.0,933.0,124.0,130.0,33.0,,,,,
120405.0,gm. Olesno,dąbrowski,małopolskie,15,10,10,5619.0,5977.0,1874.0,3745.0,0.0,3745.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,3745.0,0.0,1.0,3744.0,55.0,36.0,19.0,0.0,3689.0,50.0,540.0,82.0,2361.0,300.0,284.0,72.0,,,,,
120406.0,gm. Radgoszcz,dąbrowski,małopolskie,15,7,7,5356.0,5742.0,1692.0,3660.0,0.0,3660.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,3661.0,0.0,0.0,3661.0,87.0,58.0,29.0,0.0,3574.0,37.0,357.0,62.0,2579.0,286.0,198.0,55.0,,,,,
120407.0,gm. Szczucin,dąbrowski,małopolskie,15,11,11,9290.0,9824.0,3137.0,6153.0,0.0,6153.0,9.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,6153.0,0.0,0.0,6153.0,144.0,87.0,57.0,0.0,6009.0,91.0,906.0,175.0,3589.0,426.0,745.0,77.0,,,,,
120501.0,m. Gorlice,gorlicki,małopolskie,14,22,22,19524.0,20146.0,5557.0,13967.0,19.0,13986.0,40.0,162.0,18.0,1.0,0.0,0.0,0.0,17.0,13983.0,17.0,10.0,13973.0,207.0,127.0,80.0,0.0,13766.0,318.0,2050.0,783.0,5582.0,872.0,3784.0,377.0,,,,,
120502.0,gm. Biecz,gorlicki,małopolskie,14,12,12,12127.0,12819.0,3547.0,8580.0,14.0,8594.0,9.0,165.0,11.0,2.0,0.0,0.0,0.0,9.0,8570.0,9.0,2.0,8568.0,131.0,78.0,53.0,0.0,8437.0,169.0,1185.0,262.0,4775.0,670.0,1021.0,355.0,,,,,
120503.0,gm. Bobowa,gorlicki,małopolskie,14,7,7,6679.0,7160.0,1667.0,5012.0,3.0,5015.0,12.0,73.0,3.0,1.0,0.0,0.0,0.0,2.0,5014.0,2.0,0.0,5014.0,98.0,64.0,34.0,0.0,4916.0,98.0,559.0,133.0,3097.0,487.0,435.0,107.0,,,,,
120504.0,gm. Gorlice,gorlicki,małopolskie,14,11,11,12349.0,13092.0,3131.0,9218.0,12.0,9230.0,14.0,62.0,12.0,3.0,0.0,0.0,0.0,9.0,9228.0,9.0,0.0,9228.0,161.0,104.0,57.0,0.0,9067.0,195.0,1329.0,336.0,4803.0,745.0,1422.0,237.0,,,,,
120505.0,gm. Lipinki,gorlicki,małopolskie,14,7,7,4900.0,5294.0,1249.0,3651.0,1.0,3652.0,11.0,83.0,1.0,0.0,0.0,0.0,0.0,1.0,3651.0,1.0,0.0,3651.0,62.0,35.0,27.0,0.0,3589.0,68.0,456.0,115.0,2157.0,248.0,366.0,179.0,,,,,
120506.0,gm. Łużna,gorlicki,małopolskie,14,9,9,6014.0,6429.0,1619.0,4395.0,2.0,4397.0,17.0,40.0,2.0,0.0,0.0,0.0,0.0,2.0,4397.0,2.0,0.0,4397.0,84.0,48.0,36.0,0.0,4313.0,75.0,560.0,126.0,2477.0,440.0,503.0,132.0,,,,,
120507.0,gm. Moszczenica,gorlicki,małopolskie,14,3,3,3541.0,3764.0,1033.0,2508.0,1.0,2509.0,14.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,2508.0,0.0,0.0,2508.0,45.0,21.0,24.0,0.0,2463.0,41.0,345.0,56.0,1508.0,242.0,171.0,100.0,,,,,
120508.0,gm. Ropa,gorlicki,małopolskie,14,6,6,3865.0,4107.0,897.0,2968.0,0.0,2968.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2968.0,0.0,2.0,2966.0,40.0,18.0,22.0,0.0,2926.0,59.0,349.0,82.0,1724.0,277.0,306.0,129.0,,,,,
